J_best,J_mean,J_std,EU_best,EU_mean,I_ow_best,I_ow_mean,I_ao_best,I_ao_mean,I_wago_best,I_wago_mean,n_runs,beta2,beta3,pagw_path
-6.119700879964386,-6.119700879964387,8.881784197001252e-16,-6.119700870221467,-6.119700870221467,-1.4802973661668756e-16,-1.4802973661668753e-16,0.0,0.0,9.74291874661598e-10,9.74291874661598e-10,3,0.1,0.1,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.100000.npy
-6.119700846574891,-6.131952583453468,0.021220627106975205,-6.119700846574892,-6.120407798854945,36.84136148790471,18.593967539092343,-1.1102230246251563e-16,0.0002887655477346639,0.0,0.0012029041908080092,4,0.1,0.13894954943731375,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.138950.npy
-6.119700846574891,-6.569700847353621,0.5511351914903833,-6.119700846574892,-6.569700846842705,36.148214307344766,29.19583031809979,-1.1102230246251564e-16,-1.1102230032172203e-16,0.0,9.864249199215964e-11,5,0.1,0.193069772888325,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.193070.npy
-6.119700846574891,-6.569700847136391,0.5511351916677524,-6.119700846574892,-6.56970084651874,36.14821430734476,29.19583031809979,-1.1102230246251564e-16,-8.88178419700125e-17,0.0,1.6569762140997542e-10,5,0.1,0.2682695795279726,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.268270.npy
-6.119700846574891,-6.569700846890913,0.5511351918681838,-6.119700846574892,-6.569700846149141,36.148214307344766,29.19583031809979,-1.1102230246251564e-16,-8.88178419700125e-17,0.0,2.765029266319089e-10,5,0.1,0.372759372031494,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.372759.npy
-6.119825202009558,-6.794750588748758,0.5510742706538794,-6.116744341720197,-6.793518244633013,-1.4802973661668756e-16,21.966187456630838,-1.1220189134035789e-16,-1.1149413801365254e-16,0.0015957237859000226,0.000638289514360009,5,0.1,0.517947467923121,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.517947.npy
-6.119700846574891,-7.019700846574892,0.45000000000000034,-6.119700846574892,-7.019700846574892,36.84136148790471,36.564102615680724,-1.1102230246251564e-16,-1.1102230246251563e-16,0.0,0.0,5,0.1,0.7196856730011519,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=0.719686.npy
-5.915859957412275,-6.753932668742368,0.6045123798310861,-5.475529809358074,-6.6658666391315275,-1.4802973661668756e-16,29.19583031809979,7.56704409557714e-17,-7.368375377885824e-17,0.4403301480541999,0.08806602961083998,5,0.1,1.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=1.000000.npy
-5.775873111746088,-6.725935299609129,0.6445915685158914,-5.372259852882894,-6.645212647836492,-1.4802973661668756e-16,29.33445975421178,-1.0458680120415268e-16,-1.0973520221084306e-16,0.5608188046596686,0.11216376093193373,5,0.1,1.3894954943731375,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=1.389495.npy
-5.652339159251013,-6.926228509110116,0.6369446749295513,-5.305769168529881,-6.856914510965891,-1.4802973661668756e-16,29.33445975421178,-8.184569369365377e-17,-1.0518698070874327e-16,0.6691218939843796,0.13382437879687592,5,0.1,1.9306977288832496,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=1.930698.npy
-5.3848108310073695,-6.8727228434613865,0.7439560062270082,-5.3848108310073695,-6.8727228434613865,36.148214307344766,36.56410261568074,4.930380657631324e-32,-8.88178419700125e-17,0.0,0.0,5,0.1,2.6826957952797246,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=2.682696.npy
-5.462976628437937,-6.888356002947499,0.7126896872547814,-5.232680078105865,-6.842296692881087,-1.4802973661668756e-16,29.33445975421178,9.618932176914252e-17,-6.957997761618401e-17,0.8584519748280206,0.17169039496560412,5,0.1,3.72759372031494,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=3.727594.npy
-7.244700846574889,-7.244700846574891,1.2560739669470201e-15,-7.24470084657489,-7.244700846574892,36.84136148790471,36.70273205179272,-1.1102230246251563e-16,-1.1102230246251563e-16,0.0,0.0,5,0.1,5.17947467923121,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=5.179475.npy
-7.244700846574889,-7.244700846574891,1.2560739669470201e-15,-7.24470084657489,-7.244700846574892,36.84136148790471,36.56410261568074,-1.1102230246251563e-16,-1.1102230246251563e-16,0.0,0.0,5,0.1,7.196856730011517,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=7.196857.npy
-5.306007242898626,-6.107349736580071,0.9289434136206566,-5.2052514248426816,-6.087198572968882,-1.4802973661668756e-16,29.057200881987804,-1.1846279009960384e-16,-9.030593949743015e-17,1.007558180559455,0.201511636111891,5,0.1,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.100000_b3=10.000000.npy
-5.3726523597350715,-6.495881451838963,0.9171127133013814,-5.213376453401718,-6.432171089305622,-1.4802973661668756e-16,21.966187456630838,1.1527724243208539e-16,-2.050248450467523e-17,0.9469762745182663,0.3787905098073065,5,0.11267091005390734,5.945508622856709,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.112671_b3=5.945509.npy
-5.325062414607899,-6.860773160181492,0.7678553727867963,-5.207105045075401,-6.837181686274993,-1.4802973661668756e-16,29.47308919032377,-6.533165917578778e-17,-1.0188417380517006e-16,0.99063596839561,0.198127193679122,5,0.11267091005390734,8.398254151663428,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.112671_b3=8.398254.npy
-5.306007242898627,-6.094417210474601,0.9394994038094421,-5.2052514248426816,-6.054114883252224,-1.4802973661668756e-16,22.104816892742825,-4.02240722888206e-17,-3.829408940803136e-17,1.0075581805594547,0.40302327222378187,5,0.11267091005390734,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.112671_b3=10.000000.npy
-6.119700846574891,-6.344700847200991,0.44999999968694965,-6.119700846574892,-6.3447008466553925,36.14821430734476,29.33445975421178,-1.1102230246251564e-16,-1.110223025019117e-16,0.0,1.2753121901848848e-10,5,0.13826738381391998,0.23374569520273827,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138267_b3=0.233746.npy
-6.119700846574891,-6.794700846574893,0.5511351921262153,-6.119700846574892,-6.794700846574893,36.148214307344766,36.42547317956875,-1.1102230246251564e-16,-1.1102230246251563e-16,0.0,0.0,5,0.13826738381391998,0.33017457036781467,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138267_b3=0.330175.npy
-6.119700846574891,-6.569700962048363,0.5511350978425614,-6.119700846574892,-6.569700207388008,36.14821430734476,29.057200881987804,-1.1102230246251564e-16,-1.110221972790894e-16,0.0,3.5196149735301164e-07,5,0.13826738381391998,0.46638397692422573,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138267_b3=0.466384.npy
-6.119700846621679,-6.119700883498913,4.307459460647763e-08,-6.119700846603077,-6.119700870231442,0.6929431058672836,0.4154799587477932,1.894516124442159e-12,9.545731560722288e-10,4.967852715965644e-13,6.397545875816163e-10,5,0.13894954943731375,0.1,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138950_b3=0.100000.npy
-6.119700852526435,-6.11970085285958,1.8370137931786591e-10,-6.119700849976682,-6.119700850167101,-1.4802973661668756e-16,-1.4802973661668756e-16,0.0,-1.1102230185762411e-16,3.5428703079933257e-10,3.7411880121488624e-10,5,0.13894954943731375,0.13894954943731375,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138950_b3=0.138950.npy
-5.915859957412275,-6.9789326687423685,0.5315363556650464,-5.475529809358074,-6.890866639131528,-1.4802973661668756e-16,29.33445975421178,2.1211116904046785e-16,-4.639560816191893e-17,0.4403301480541994,0.08806602961083988,5,0.13894954943731375,1.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138950_b3=1.000000.npy
-5.3445780399309655,-5.890472168555291,0.7379363420113719,-5.209382657952404,-5.86343309215958,-1.4802973661668756e-16,29.33445975421178,-2.354601389024377e-16,-1.2480763950424843e-16,0.9729817946589,0.19459635893178,5,0.13894954943731375,7.196856730011521,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138950_b3=7.196857.npy
-5.306007242898626,-6.107349736580069,0.9289434136206565,-5.2052514248426816,-6.08719857296888,-1.4802973661668756e-16,29.057200881987804,-1.71358410895745e-16,-1.230895241491615e-16,1.007558180559455,0.201511636111891,5,0.13894954943731375,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.138950_b3=10.000000.npy
-5.518827602582462,-6.899526197776405,0.6903492975969712,-5.249914031580043,-6.845743483575921,-1.4802973661668756e-16,29.19583031809979,6.155292130208629e-17,-7.650725770959526e-17,0.80131215991167,0.160262431982334,5,0.15915189063795748,2.979813019196647,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=2.979813.npy
-5.375763145520718,-6.645913306364056,0.7701714794593404,-5.375763145520719,-6.645913306364058,36.84136148790471,36.56410261568074,-1.1102230246251563e-16,-1.1102230246251563e-16,0.0,0.0,5,0.15915189063795748,4.209097765570948,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=4.209098.npy
-6.222525633756914,-7.0402658040112955,0.40887008512719064,-5.369509539565403,-6.8696625851729936,3.2166996674987653,29.839170251599548,0.05606739455115107,0.011213478910230125,2.977079716194311,0.5954159432388623,5,0.15915189063795748,5.945508622856709,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=5.945509.npy
-5.3468176303397295,-6.865124203327859,0.7591532864940643,-5.209669546426348,-6.837694586545183,-1.4802973661668756e-16,29.47308919032377,-1.1661743919800829e-16,-1.1214132980961418e-16,0.9709340784284155,0.1941868156856831,5,0.15915189063795748,7.079457843841379,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=7.079458.npy
-5.325062414607899,-6.476845473788094,0.9404269297911061,-5.207105045075401,-6.429662525975095,-1.4802973661668756e-16,22.104816892742825,-7.835647287462176e-17,-9.79559706273581e-17,0.9906359683956095,0.3962543873582438,5,0.15915189063795748,8.398254151663428,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=8.398254.npy
-5.306007242898626,-6.0944172104746,0.9394994038094439,-5.2052514248426816,-6.054114883252224,-1.4802973661668756e-16,21.966187456630838,-1.3113433860692534e-16,-1.1906711692027951e-16,1.0075581805594542,0.4030232722237817,5,0.15915189063795748,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.159152_b3=10.000000.npy
-6.119700846841341,-6.119701105382176,2.999869235793406e-07,-6.119700846696034,-6.119700965840362,0.6929431058672841,0.6322075085056933,2.2421345372128188e-11,2.1247473077449437e-08,2.9175330053182217e-12,2.949106507978356e-09,5,0.193069772888325,0.1,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.193070_b3=0.100000.npy
-6.119700850468544,-6.119700850554179,1.4213633459712494e-10,-6.119700847913964,-6.119700847943413,-1.4802973661668756e-16,-1.4802973661668756e-16,-1.110223134642392e-16,-8.881785099481227e-17,4.932124599608401e-10,5.040598870208908e-10,5,0.193069772888325,0.193069772888325,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.193070_b3=0.193070.npy
-5.9158599574122706,-14.690136004726497,15.563802342999795,-5.475529809358071,-6.51598142333722,-1.4802973661668756e-16,21.966309912554273,8.560387684033574e-17,0.13858862117345638,0.4403301480541991,7.4563383271917925,5,0.193069772888325,1.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.193070_b3=1.000000.npy
-7.244700846574889,-7.244700846574889,1.1234667099445444e-15,-7.24470084657489,-7.244700846574891,36.84136148790471,36.56410261568074,-1.1102230246251563e-16,-1.1102230246251563e-16,0.0,0.0,5,0.193069772888325,5.179474679231212,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.193070_b3=5.179475.npy
-5.306007242898626,-6.482155931209855,0.9341468019012205,-5.2052514248426816,-6.462004767598666,-1.4802973661668756e-16,29.33445975421178,-1.1846279009960384e-16,-9.030593949743015e-17,1.0075581805594545,0.20151163611189088,5,0.193069772888325,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.193070_b3=10.000000.npy
-6.119700851362366,-6.119700851565971,1.5034159902638323e-10,-6.119700848182756,-6.119700848536789,1.0527750341396716,0.5656260879252463,5.097039930942145e-10,2.9957186889467286e-10,9.430077021004996e-11,2.474475961528495e-10,5,0.1953078708339265,0.16547927953671815,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.195308_b3=0.165479.npy
-6.119700846574891,-6.119704558575096,7.422435258855968e-06,-6.119700846574892,-6.1197007528729035,36.84136148790471,22.104816892742825,-1.1102230246251563e-16,1.65109435603955e-07,0.0,6.919624875857448e-07,5,0.1953078708339265,0.23374569520273827,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.195308_b3=0.233746.npy
-6.119700846574891,-6.1197008477727906,9.780811829293184e-10,-6.119700846574892,-6.119700845748469,36.14821430734476,14.597915159049894,-1.1102230246251564e-16,-4.440891512897681e-17,0.0,6.683797353464382e-10,5,0.1953078708339265,0.33017457036781467,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.195308_b3=0.330175.npy
-6.119700846574891,-6.344701077521833,0.44999988452660294,-6.119700846574892,-6.344699568201125,36.84136148790471,21.827558020518843,-1.1102230246251563e-16,-1.1102209209566315e-16,0.0,7.039229947059884e-07,5,0.1953078708339265,0.46638397692422573,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.195308_b3=0.466384.npy
-5.518827602582462,-6.899526197776406,0.6903492975969715,-5.249914031580043,-6.845743483575923,-1.4802973661668756e-16,29.33445975421178,3.738584101877127e-17,-8.134067376625826e-17,0.8013121599116706,0.1602624319823341,5,0.2248080208238096,2.979813019196647,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=2.979813.npy
-5.4362195398891195,-6.883004585237737,0.7233925226743086,-5.225873203940144,-6.840935318047943,-1.4802973661668756e-16,29.33445975421178,4.727849883883868e-17,-7.936214220224476e-17,0.88536829263887,0.17707365852777399,5,0.2248080208238096,4.209097765570948,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=4.209098.npy
-5.3726523597350715,-6.495881451838963,0.9171127133013814,-5.213376453401719,-6.432171089305624,-1.4802973661668756e-16,22.104816892742825,-1.5738759209800195e-16,-1.2956841831671015e-16,0.9469762745182672,0.3787905098073069,5,0.2248080208238096,5.945508622856709,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=5.945509.npy
-5.3468176303397295,-6.64012420332786,0.7797462554790339,-5.209669546426348,-6.612694586545183,-1.4802973661668756e-16,29.33445975421178,-1.1661743919800804e-16,-1.1214132980961413e-16,0.9709340784284155,0.1941868156856831,5,0.2248080208238096,7.079457843841379,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=7.079458.npy
-5.3250624146079,-6.860773160181493,0.7678553727867964,-5.207105045075401,-6.8371816862749935,-1.4802973661668756e-16,29.33445975421178,0.0,-8.88178419700125e-17,0.9906359683956095,0.1981271936791219,5,0.2248080208238096,8.398254151663428,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=8.398254.npy
-5.306007242898626,-6.3253294536133335,0.7935400418215826,-5.2052514248426816,-6.2367727008265526,-1.4802973661668756e-16,22.706035479734947,-1.3113433860692534e-16,0.007012232630447227,1.007558180559454,0.5736466006361802,5,0.2248080208238096,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.224808_b3=10.000000.npy
-6.119700848796828,-6.11970463585049,5.240011524256284e-06,-6.119700847035125,-6.119701225016404,0.6898786449346457,0.6321005227713515,4.021684099550961e-10,8.28150575301657e-07,2.6258247202678693e-11,3.238252025444578e-08,5,0.2682695795279726,0.1,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.268270_b3=0.100000.npy
-6.11970084901422,-6.119700849249211,1.6462481966186352e-10,-6.119700846330945,-6.119700846307443,-1.4802973661668756e-16,-1.4802973661668756e-16,0.0,-2.220446054230351e-17,7.198409684270653e-10,7.891872507529459e-10,5,0.2682695795279726,0.2682695795279726,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.268270_b3=0.268270.npy
-5.478607998153813,-6.272699439565796,0.8095001083667489,-5.478607998153813,-6.184633409954955,36.84136148790471,29.057200881987804,-5.551138389429915e-17,-1.4616159036712823e-17,0.0,0.08806602961083985,5,0.2682695795279726,1.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.268270_b3=1.000000.npy
-5.462976628437936,-6.532011159320109,0.8728630393589699,-5.232680078105865,-6.439892539187281,-1.4802973661668756e-16,21.966187456630838,9.61893217691427e-17,-2.81376527698523e-17,0.8584519748280205,0.3433807899312082,5,0.2682695795279726,3.72759372031494,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.268270_b3=3.727594.npy
-5.306007242898626,-6.076252257091705,0.6629702542031455,-5.2052514248426816,-6.011772700826553,-1.4802973661668756e-16,22.63672076167895,-2.6226867721385013e-16,0.004903684926188232,1.007558180559454,0.4620061112788939,5,0.2682695795279726,10.0,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.268270_b3=10.000000.npy
-6.119700851297978,-6.119700852335237,1.541642212906609e-09,-6.119700846364553,-6.11970084755494,1.0801394645943971,0.5713838572121701,1.2101198744341701e-09,8.607129122399084e-10,9.052067541890677e-11,2.7476381463071336e-10,5,0.2758797003132526,0.16547927953671815,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.275880_b3=0.165479.npy
-6.119700846713946,-6.119700849331143,1.3323620160504448e-09,-6.119700846566393,-6.119700846613018,0.6931471805599433,0.4933298081799918,3.020372280038332e-11,3.587156057338406e-10,8.89916667154633e-12,3.3141943619175245e-10,5,0.2758797003132526,0.23374569520273827,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.275880_b3=0.233746.npy
-6.119700846574892,-6.27955826046288,0.31971482577947835,-6.119700846574892,-6.100840025561292,36.148214307344766,14.59791515904989,-1.1102230246251564e-16,0.010150194069107912,0.0,0.04686039996018912,5,0.2758797003132526,0.33017457036781467,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.275880_b3=0.330175.npy
-6.119700846574892,-8.16544319606513,4.091484121613131,-6.119700846574892,-5.9760543190055255,36.148214307344766,14.598405216231692,-1.1102230246251564e-16,0.12292247123911508,0.0,0.8132912907260279,5,0.2758797003132526,0.46638397692422573,/home/pzc/Documents/phd/programming_projects/selective_attention/sweep_blahut_arimoto_optimisation/results/artifacts/pagw_b2=0.275880_b3=0.466384.npy
